Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Cluster
-0.7415039547347055,24,16,21,16,1,0,0,1,0,0,-0.3636454342523107,0,-0.3654386536819826,-0.7578507300380191,2,0
-0.7415039547347055,24,16,21,16,1,0,1,1,0,0,-0.33451697402320146,1,-0.3362924412106553,-0.7578507300380191,2,0
-0.7415039547347055,28,22,24,21,0,8,0,1,2,2,0.6027824208270596,0,0.601578187606569,-0.7578507300380191,2,1
-0.7415039547347055,28,22,24,21,0,8,1,1,2,2,0.5949737330760462,1,0.5937647408770421,-0.7578507300380191,2,1
-0.7415039547347055,29,14,25,14,1,0,0,1,0,6,-0.3120669967390379,0,-0.3138287818632655,-0.7578507300380191,2,0
-0.7415039547347055,29,14,25,14,1,0,1,1,0,6,-0.27220159085228524,1,-0.2739390801388388,-0.7578507300380191,2,0
-0.7415039547347055,30,24,26,23,1,6,0,1,0,6,-0.48288204129245627,0,-0.4847479290716662,-0.7578507300380191,2,2
-0.7415039547347055,30,24,26,23,1,6,1,1,0,6,-0.4722820901567604,1,-0.47414151783136543,-0.7578507300380191,2,2
-0.7415039547347055,34,28,29,26,0,8,0,0,2,2,-0.27528396759610635,0,-0.2770233354268099,-0.7578507300380191,2,1
-0.7415039547347055,34,28,29,26,0,8,1,0,2,2,-0.2875963502561472,1,-0.2893432218270946,-0.7578507300380191,2,1
-0.7415039547347055,35,33,30,31,0,8,0,1,2,2,-0.39131832768572666,0,-0.3931284122673235,-0.7578507300380191,2,1
-0.7415039547347055,35,33,30,31,0,8,1,1,2,2,-0.3817287111493944,1,-0.3835329513714133,-0.7578507300380191,2,1
-0.7415039547347055,36,52,10,10,0,8,0,1,2,1,-0.426799908870156,0,-0.4286316175821913,-0.7578507300380191,2,1
-0.7415039547347055,36,52,10,10,0,8,1,1,2,1,-0.42018992318618414,1,-0.42201760346465317,-0.7578507300380191,2,1
-0.7415039547347055,39,34,33,32,1,0,0,1,0,0,-0.41022357171449597,0,-0.4120451780335465,-0.7578507300380191,2,0
-0.7415039547347055,39,34,33,32,1,0,1,1,0,0,-0.39193480303449085,1,-0.3937452633249177,-0.7578507300380191,2,0
-0.7415039547347055,39,34,33,32,1,0,2,1,0,0,-0.497660325347554,2,-0.49466895024797336,-0.7578507300380191,2,0
-0.7415039547347055,40,2,34,2,1,0,0,1,0,0,-0.43227968974806014,0,-0.43411473809414,-0.7578507300380191,2,0
-0.7415039547347055,40,2,34,2,1,0,1,1,0,0,-0.407603551482248,1,-0.40942356103877103,-0.7578507300380191,2,0
-0.7415039547347055,41,11,35,11,0,8,0,0,0,0,-0.26598546441891274,0,-0.267719165308097,-0.7578507300380191,2,1
-0.7415039547347055,41,11,35,11,0,8,1,0,0,0,-0.27381127648516956,1,-0.27554974678922367,-0.7578507300380191,2,1
-0.7415039547347055,42,36,36,34,1,4,0,1,0,0,-0.36273784554440786,0,-0.3645305118471911,-0.7578507300380191,2,2
-0.7415039547347055,42,36,36,34,1,4,1,1,0,0,-0.36936495554362314,1,-0.37116166071632906,-0.7578507300380191,2,2
-0.7415039547347055,43,35,37,33,1,0,0,1,0,0,-0.42368328349584805,0,-0.42551309279102045,-0.7578507300380191,2,0
-0.7415039547347055,43,35,37,33,1,0,1,1,0,0,-0.39155806809913496,1,-0.39336829878972124,-0.7578507300380191,2,0
-0.7415039547347055,45,37,39,35,1,4,0,1,0,6,-0.22418501090965015,0,-0.22589323665288832,-0.7578507300380191,2,2
-0.7415039547347055,45,37,39,35,1,4,1,1,0,6,-0.2281064791004003,1,-0.2298170947692516,-0.7578507300380191,2,2
-0.7415039547347055,48,42,40,39,1,5,0,1,0,6,-0.3302530195275823,0,-0.3320258880622952,-0.7578507300380191,2,2
-0.7415039547347055,48,42,40,39,1,5,1,1,0,6,-0.2862606536671581,1,-0.28800671120230714,-0.7578507300380191,2,2
-0.7415039547347055,50,72,42,63,0,8,0,1,4,4,-0.4665283202349611,0,-0.46838424129381934,-0.7578507300380191,2,1
-0.7415039547347055,50,72,42,63,0,8,1,1,4,4,-0.46546661268986717,1,-0.46732188669462926,-0.7578507300380191,2,1
-0.7415039547347055,51,45,43,42,0,8,0,1,2,2,0.23459251877763115,0,0.23316389345841626,-0.7578507300380191,2,1
-0.7415039547347055,51,45,43,42,0,8,1,1,2,2,0.22911273789972703,1,0.22768077294646757,-0.7578507300380191,2,1
-0.7415039547347055,51,45,43,42,0,8,2,1,2,2,-0.4897317673898365,2,-0.47880217026652183,-0.7578507300380191,2,1
-0.7415039547347055,51,45,43,42,1,0,0,1,0,0,-0.3847425906322417,0,-0.38654866765298507,-0.7578507300380191,2,0
-0.7415039547347055,51,45,43,42,1,0,1,1,0,0,-0.3772763891860973,1,-0.379077915955455,-0.7578507300380191,2,0
-0.7415039547347055,51,45,43,42,1,0,2,1,0,0,-0.5006742048304013,2,-0.500700382811117,-0.7578507300380191,2,0
-0.7415039547347055,52,49,44,45,1,0,0,1,0,0,-0.3625837267072168,0,-0.3643762990827925,-0.7578507300380191,2,0
-0.7415039547347055,52,49,44,45,1,0,1,1,0,0,-0.290096500281691,1,-0.2918448955606712,-0.7578507300380191,2,0
-0.7415039547347055,53,50,45,46,1,1,0,1,0,0,-0.38623240605842185,0,-0.3880393910421711,-0.7578507300380191,2,0
-0.7415039547347055,53,50,45,46,1,1,1,1,0,0,-0.41469301799303654,1,-0.41651734820110464,-0.7578507300380191,2,0
-0.7415039547347055,56,56,48,50,1,0,0,1,0,6,-0.2551457728698086,0,-0.25687286754539845,-0.7578507300380191,2,0
